	NGenes	Direction	PValue	FDR
endosome.to.lysosome.transport.10.	9	Up	0.210199836266942	0.537720511380548
PolyABinding.and.Elongation.46.	41	Down	0.220163288225579	0.539993888040634
Mitophagy.34.	33	Up	0.226783993069414	0.539993888040634
eIF5.mRNAs.3.	3	Up	0.231873138510718	0.539993888040634
Microtubule.associated.with.Autophagy.47.	42	Down	0.238749097484725	0.539993888040634
regulation.of.endocytosis.13.	13	Up	0.241538735507942	0.539993888040634
All.MTOR.AKT.cascade.genes.150.	140	Up	0.250469131625491	0.539993888040634
eIF2.mRNAs.10.	8	Down	0.253270689855665	0.539993888040634
X14.3.3.7.	6	Down	0.253993553655118	0.539993888040634
Downregulated.upon.TFEB.OE.in.Hela.7.	3	Up	0.259884430808244	0.539993888040634
Beclin1.complex.and.interacting.proteins.18.	15	Up	0.263890529534685	0.539993888040634
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	Down	0.265087908674493	0.539993888040634
AMPK.complex.8.	7	Down	0.298274421267462	0.596548842534923
Lysosomal.genes.containing.CLEAR.motif.68.	60	Down	0.330540194936921	0.627870845855114
lipid.transport.11.	11	Down	0.337149468326066	0.627870845855114
eIF3.mRNAs.12.	12	Down	0.339632967557132	0.627870845855114
post.Golgi.vesicle.mediated.transport.14.	14	Down	0.342445869830868	0.627870845855114
Lysosomal.proteolysis.23.	18	Down	0.342475006830062	0.627870845855114
regulation.of.ARF.GTPase.activity.15.	15	Down	0.366607976446683	0.661096350969428
All.Endo.Exosomal.genes.137.	127	Down	0.380815643094429	0.675640657103019
Positive.regulator.of.Autophagy.43.	36	Up	0.415371980312895	0.725252664038389
exocytosis.6.	6	Down	0.422091379825667	0.725469559075365
protein.transport.40.	31	Up	0.444704536671414	0.741872109104691
Fission.and.Fusion.10.	8	Down	0.445123265462815	0.741872109104691
Known.TOP.mRNAs.66.	64	Down	0.462663643754987	0.752301625424304
Negative.regulator.of.Mitophagy.8.	8	Down	0.468942918584719	0.752301625424304
Heat.Shock.Proteins.14.	14	Down	0.471898292311609	0.752301625424304
Old.Lysosomal.biogenesis.13.	13	Down	0.491445350317944	0.762879905600982
TFEB.targets..MB..479.	422	Down	0.498323846365392	0.762879905600982
Lysoplex_Suppl_Table1.16.	16	Up	0.499339574575188	0.762879905600982
Curated.Induction.23.	22	Down	0.511284533445777	0.770428749027883
Lysosomal.membrane.9.	7	Up	0.551637505670248	0.803862995284055
lysosome.organization.10.	10	Up	0.552098471255184	0.803862995284055
Upregulated.upon.TFEB.OE.in.Hela.291.	227	Down	0.56390664972163	0.803862995284055
ATG12.Ubiquitin.like.conjugation.systems.6.	6	Down	0.576748842770586	0.803862995284055
PolyA.binding.protein.mRNAs.3.	3	Up	0.579917634242379	0.803862995284055
mTOR.regulators.3.27.	27	Down	0.582658407766881	0.803862995284055
receptor.mediated.endocytosis.25.	21	Down	0.590659532445731	0.803862995284055
eIF4.mRNAs.9.	9	Down	0.591935478345532	0.803862995284055
All.trasport.genes.232.	208	Down	0.634437640381659	0.848430120815363
X.retrograde.transport..endosome.to.Golgi..8.	8	Up	0.645700529872696	0.848430120815363
selective.autophagy.cargo.receptors.10.	10	Up	0.647892092259005	0.848430120815363
MTORC1.hyp.DOWNregulated.ALL.561.	333	Down	0.669566204251435	0.866497440795975
mTOR.substrates.10.	10	Up	0.703739934421451	0.892043882772973
AP.Core.62.	54	Up	0.705525616374988	0.892043882772973
X.Late.endosome..Lysosomes..lyso.related.organelles..10.	9	Up	0.731145334307567	0.898006895793924
Lysoplex.All.Lysosome..including.membrane..891.	767	Down	0.736330281855067	0.898006895793924
Lysosome.ON.IN.99.	84	Down	0.737272156524602	0.898006895793924
Negative.Regulator.of.Autophagy.23.	22	Down	0.742896613793156	0.898006895793924
MTORC1.hyp.Upregulated.ALL.492.	311	Down	0.777949759796339	0.930157321495623
All.lipid.genes.37.	28	Up	0.789694611647231	0.930707975723917
RAB.effectors.90.	81	Down	0.798501996345892	0.930707975723917
intracellular.trafficking.7.	7	Down	0.810957819455079	0.930707975723917
Ribosomal.protein.mRNAs.50.	49	Down	0.812254233359055	0.930707975723917
ATG8.Ubiquitin.like.conjugation.systems.14.	10	Up	0.835503853727195	0.93201726735814
eIF1.mRNAs.3.	1	Down	0.842743731373014	0.93201726735814
ULK1.complex.9.	8	Up	0.850148252471323	0.93201726735814
mTOR.regulators.25.	25	Down	0.850952816263716	0.93201726735814
Autophagy.17.	16	Up	0.861756276850897	0.93201726735814
Microtubule.associated.with.Autophagy.AP.Lysosome.Fusion.16.	15	Up	0.864234193368457	0.93201726735814
MAPK.family.12.	12	Up	0.898645161587855	0.950830962798257
Docking.and.fusion.13.	12	Up	0.903806115077979	0.950830962798257
RAS.family.5.	5	Down	0.907611373580154	0.950830962798257
intracellular.protein.trafficking.16.	14	Up	0.922323126198688	0.957127772470336
endocytosis.60.	57	Down	0.950816133236363	0.977474529495327
specialized.transport.8.	6	Up	0.969670615434199	0.987627478682981
endosomal.transport.29.	27	Up	0.979816825823214	0.988805971014253
transmembrane.transport.channel.19.	16	Up	0.99448313384677	0.99448313384677
