	NGenes	Direction	PValue	FDR
Lysoplex.All.Lysosome..including.membrane..891.	767	Up	0.421310023247146	0.804254466372315
Ribosomal.protein.mRNAs.50.	49	Down	0.422707094940868	0.804254466372315
lipid.catabolic.process.17.	10	Up	0.42381252033499	0.804254466372315
Thoreen.mTOR.Targets.Unique.166.	160	Down	0.424061445905402	0.804254466372315
vesicle.mediated.transport.16.	15	Down	0.432704494104585	0.80673719239838
AP.Core.62.	54	Up	0.478582039387707	0.870042338823829
eIF4.mRNAs.9.	9	Up	0.490722939949623	0.870042338823829
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	Down	0.49845440187937	0.870042338823829
endocytosis.60.	57	Up	0.505921076718751	0.870042338823829
X.Late.endosome..Lysosomes..lyso.related.organelles..10.	9	Up	0.506206451679319	0.870042338823829
lysosome.organization.10.	10	Up	0.517206371320322	0.871869860558552
regulation.of.ARF.GTPase.activity.15.	15	Up	0.542301212452406	0.871869860558552
Upregulated.upon.TFEB.OE.in.Hela.291.	227	Up	0.548969688102093	0.871869860558552
New.MT.Assoc.All.minus.motors.53.	47	Up	0.551365713197383	0.871869860558552
ATG8.Ubiquitin.like.conjugation.systems.14.	10	Up	0.559568808497601	0.871869860558552
AMPK.complex.8.	7	Down	0.585573122157827	0.871869860558552
Early.endosomal.compartment.12.	12	Down	0.588306989158062	0.871869860558552
endosomal.transport.29.	27	Up	0.591056123741841	0.871869860558552
lipid.transport.11.	11	Down	0.592190868799957	0.871869860558552
post.Golgi.vesicle.mediated.transport.14.	14	Up	0.596643798202664	0.871869860558552
TFs.involved.in.mitophagy.10.	9	Up	0.599751292622805	0.871869860558552
Lysosomal.proteolysis.23.	18	Down	0.603891874156273	0.871869860558552
mTOR.regulators.3.27.	27	Up	0.617860419420745	0.871869860558552
All.Endo.Exosomal.genes.137.	127	Up	0.621216449053008	0.871869860558552
RAS.family.5.	5	Up	0.626262764246825	0.871869860558552
transmembrane.transport.channel.19.	16	Up	0.634087171315311	0.871869860558552
exocytosis.6.	6	Up	0.665648316342497	0.903966849354008
MTOR1.2.complex.10.	10	Down	0.693565908371182	0.923820984957053
intracellular.protein.trafficking.16.	14	Up	0.702495895651004	0.923820984957053
NfKb.pathway.23.	21	Up	0.710420494493811	0.923820984957053
MTORC1.hyp.DOWNregulated.ALL.561.	333	Down	0.713861670194087	0.923820984957053
Old.Lysosomal.biogenesis.13.	13	Down	0.750334066564898	0.951392093635841
selective.autophagy.cargo.receptors.10.	10	Up	0.76061808518936	0.951392093635841
Rab.proteins.involved.in.autophagosome.formation.19.	17	Up	0.770322437694579	0.951392093635841
vacuolar.proton.transporting.V.type.ATPase.complex.26.	20	Up	0.778667200522722	0.951392093635841
Microtubule.associated.with.Autophagy.47.	42	Up	0.795046792442705	0.951392093635841
Microtubule.associated.with.Autophagy.AP.Lysosome.Fusion.16.	15	Down	0.795594167210555	0.951392093635841
protein.transport.40.	31	Up	0.795709751040885	0.951392093635841
atg9.and.its.cycling.system.6.	6	Up	0.813425475452601	0.961046335799354
Beclin1.complex.and.interacting.proteins.18.	15	Down	0.834217620357777	0.961046335799354
intracellular.trafficking.7.	7	Up	0.83609209513123	0.961046335799354
mTOR.regulators.25.	25	Up	0.838731347606709	0.961046335799354
X.retrograde.transport..endosome.to.Golgi..8.	8	Up	0.857076871364482	0.971942843815392
eIF2.mRNAs.10.	8	Up	0.867074452304456	0.973246834219287
Mitophagy.34.	33	Up	0.879183817301282	0.976870908112536
eEF.mRNAs.6.	5	Down	0.890275483619035	0.979303031980939
Negative.regulator.of.Mitophagy.8.	8	Up	0.907200464682002	0.988040110049705
Rceptors.and.ligands.63.	43	Up	0.916491565434607	0.98829491497986
ULK1.complex.9.	8	Up	0.929203737053956	0.98829491497986
Curated.Lysosomal.Biogenesis.26.	25	Down	0.938066942367353	0.98829491497986
Curated.Induction.23.	22	Down	0.951290112294883	0.98829491497986
eIF5.mRNAs.3.	3	Down	0.952356918071501	0.98829491497986
Mitochondrial.ribosomal.protein.mRNAs.64.	64	Up	0.974142276431703	0.999276103421281
eIF1.mRNAs.3.	1	Up	0.98319990180579	0.999276103421281
All.lipid.genes.37.	28	Up	0.997625076378309	0.999276103421281
Lysoplex_Suppl_Table1.16.	16	Down	0.999276103421281	0.999276103421281
