	NGenes	Direction	PValue	FDR
Microtubule.associated.with.Autophagy.AP.Lysosome.Fusion.16.	15	Down	0.440745498840156	0.834128170752555
New.MT.Assoc.All.minus.motors.53.	47	Down	0.447396018858188	0.834128170752555
vesicle.mediated.transport.16.	15	Down	0.471972810112897	0.843460454529672
AP.Core.62.	54	Up	0.482505910547051	0.843460454529672
Lysoplex.All.Autophagy.23.	20	Down	0.489287639892983	0.843460454529672
Microtubule.associated.with.Autophagy.AP.Formation.23.	20	Down	0.489287639892983	0.843460454529672
eIF4.mRNAs.9.	9	Up	0.493168295998	0.843460454529672
protein.transport.40.	31	Down	0.498408450403897	0.843460454529672
lysosomal.transport.7.	7	Up	0.514063858143029	0.854376969286112
Known.TOP.mRNAs.66.	64	Up	0.523208767554179	0.854376969286112
Ribosomal.protein.mRNAs.50.	49	Up	0.52816030828596	0.854376969286112
PolyA.binding.protein.mRNAs.3.	3	Up	0.552220455578869	0.870515388822354
RAB.effectors.90.	81	Down	0.557774636697512	0.870515388822354
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	Up	0.577685097460932	0.870515388822354
Docking.and.fusion.13.	12	Down	0.587963042975715	0.870515388822354
regulation.of.exocytosis.6.	6	Down	0.593407948257245	0.870515388822354
eIF2.mRNAs.10.	8	Up	0.599736766033977	0.870515388822354
exocytosis.6.	6	Up	0.610507045677848	0.870515388822354
eIF5.mRNAs.3.	3	Down	0.614676228757899	0.870515388822354
Autophagy.17.	16	Down	0.616171738473451	0.870515388822354
eEF.mRNAs.6.	5	Up	0.617274548437669	0.870515388822354
Negative.Regulator.of.Autophagy.23.	22	Up	0.646970037462095	0.90084435595988
Fission.and.Fusion.10.	8	Down	0.666427648456873	0.90174768810997
TFEB.targets..MB..479.	422	Up	0.68532552402996	0.90174768810997
RAS.family.5.	5	Up	0.714633450080808	0.90174768810997
X.Golgi..recycling.comp..And.secretory..24.	21	Up	0.715071802681559	0.90174768810997
endocytosis.60.	57	Up	0.718684519453147	0.90174768810997
Lysosomal.Catabolic.enzymes.38.	35	Down	0.72549583947385	0.90174768810997
Microtubule.associated.with.Autophagy.Transport.56.	47	Up	0.731311760040125	0.90174768810997
Microtubule.associated.with.Autophagy.Transport.minus.motors.25.	21	Down	0.73416382484545	0.90174768810997
All.Lysosomal.genes.241.	206	Up	0.738350182343201	0.90174768810997
X14.3.3.7.	6	Up	0.762247520256595	0.90174768810997
post.Golgi.vesicle.mediated.transport.14.	14	Up	0.765222486699767	0.90174768810997
regulation.of.ARF.GTPase.activity.15.	15	Up	0.768243153192037	0.90174768810997
MAPK.family.12.	12	Up	0.768501590096497	0.90174768810997
Old.Lysosomal.biogenesis.13.	13	Down	0.770411146484271	0.90174768810997
All.trasport.genes.232.	208	Down	0.771855483351135	0.90174768810997
ATG8.Ubiquitin.like.conjugation.systems.14.	10	Up	0.778782094276792	0.90174768810997
ULK1.complex.9.	8	Up	0.792724146795233	0.90244285328962
intracellular.trafficking.7.	7	Down	0.80351053825185	0.90244285328962
Lysosome.ON.IN.99.	84	Up	0.803994542021661	0.90244285328962
Positive.regulator.of.Autophagy.43.	36	Up	0.812721316593109	0.903023685103454
mTOR.regulators.3.27.	27	Down	0.826482659013823	0.906102462704252
mTOR.regulators.25.	25	Down	0.835218032597565	0.906102462704252
Lysosomal.hydrolases.and.accessory.proteins.23.	22	Up	0.840204101780307	0.906102462704252
New.MT.Assoc.All.84.	73	Down	0.876270660819264	0.925190525149747
lipid.transport.11.	11	Up	0.880698102480631	0.925190525149747
PKs.complex.13.	13	Down	0.890766445666858	0.925190525149747
specialized.transport.8.	6	Up	0.89154723332612	0.925190525149747
PolyABinding.and.Elongation.46.	41	Up	0.9097542914183	0.935261421084234
Mitophagy.34.	33	Down	0.95358650513734	0.966962032476963
intracellular.protein.trafficking.16.	14	Up	0.958171468545354	0.966962032476963
lysosome.organization.10.	10	Down	0.981499103630862	0.981499103630862
