	NGenes	Direction	PValue	FDR
atg9.and.its.cycling.system.6.	6	Up	0.644164549258836	0.966132021720038
deathPathway.33.	31	Up	0.646598177148041	0.966132021720038
Lysosomal.Catabolic.enzymes.38.	35	Up	0.662595749713948	0.966132021720038
ATG12.Ubiquitin.like.conjugation.systems.6.	6	Down	0.67025426384919	0.966132021720038
Rab.proteins.involved.in.autophagosome.formation.19.	17	Down	0.702041467946084	0.966132021720038
protein.transport.40.	31	Up	0.715121300807114	0.966132021720038
PolyA.binding.protein.mRNAs.3.	3	Down	0.719340044655824	0.966132021720038
Lysoplex_Suppl_Table1.16.	16	Up	0.742565993431359	0.966132021720038
Docking.and.fusion.13.	12	Up	0.760860564240209	0.966132021720038
lipid.catabolic.process.17.	10	Up	0.766357569519145	0.966132021720038
eIF1.mRNAs.3.	1	Down	0.778491953607081	0.966132021720038
All.Lysosomal.genes.241.	206	Up	0.778873592780207	0.966132021720038
Upregulated.upon.TFEB.OE.in.Hela.291.	227	Down	0.778923960231236	0.966132021720038
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	Down	0.782995122867784	0.966132021720038
All.MTOR.AKT.cascade.genes.150.	140	Down	0.788109451712871	0.966132021720038
All.lipid.genes.37.	28	Up	0.800648857093499	0.966132021720038
aktPathway.19.	13	Up	0.802453756522587	0.966132021720038
lipid.transport.11.	11	Down	0.805361429825745	0.966132021720038
RAS.family.5.	5	Down	0.820643124726127	0.966132021720038
Microtubule.associated.with.Autophagy.AP.Lysosome.Fusion.16.	15	Down	0.826861633566887	0.966132021720038
endocytosis.60.	57	Up	0.830931430899756	0.966132021720038
transmembrane.transport.channel.19.	16	Up	0.838583007395563	0.966132021720038
X.retrograde.transport..endosome.to.Golgi..8.	8	Up	0.860741189810224	0.966132021720038
selective.autophagy.cargo.receptors.10.	10	Up	0.864664741300909	0.966132021720038
Autophagy.17.	16	Up	0.869123300552308	0.966132021720038
Downregulated.upon.TFEB.OE.in.Hela.7.	3	Up	0.882708820677183	0.966132021720038
post.Golgi.vesicle.mediated.transport.14.	14	Down	0.883128227953881	0.966132021720038
Negative.regulator.of.Mitophagy.8.	8	Up	0.887767687706465	0.966132021720038
Lysosomal.membrane.9.	7	Up	0.893826363468584	0.966132021720038
Lysosome.ON.IN.99.	84	Up	0.896312623229109	0.966132021720038
All.trasport.genes.232.	208	Up	0.903597102788529	0.966132021720038
All.PI3K.genes.44.	36	Down	0.904650893065127	0.966132021720038
MTORC1.hyp.Upregulated.ALL.492.	311	Down	0.932215694868798	0.976893167392651
regulation.of.endocytosis.13.	13	Down	0.944614457240052	0.976893167392651
Lysosomal.hydrolases.and.accessory.proteins.23.	22	Down	0.956524731642596	0.976893167392651
alkPathway.37.	24	Up	0.956671857219811	0.976893167392651
mTOR.substrates.10.	10	Down	0.963201874893345	0.976893167392651
Lysoplex.All.Lysosome..including.membrane..891.	767	Up	0.972353700010788	0.976893167392651
Transcriptional.factors.104.	85	Up	0.976893167392651	0.976893167392651
